id,song,artist,album,popularity,duration,emotion,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valance,tempo
2Uy2p6tkVLj6vaVznKpNCs,"Articulate Silences, Pt. 1",Stars Of The Lid,And Their Refinement of the Decline,43,324400,calm,0.147,0.0865,2,-25.095,1,0.0477,0.99,0.909,0.0774,0.032,140.612
67zSxCvYBX1fahPPlsLjdI,Claroscuro,Bruno Sanfilippo,Claroscuro,21,357773,calm,0.101,0.229,10,-12.76,1,0.0354,0.703,0.913,0.101,0.134,87.904
31SMMd2BarFJp52KQFqt9j,Blue Collar Parade,Marconi Union,Beautifully Falling Apart (Ambient Transmissions Vol 1),25,493280,calm,0.266,0.128,10,-22.831,1,0.0338,0.748,0.921,0.0808,0.039,59.921
69mkXHFNIhnUDRrMXyco2m,Luna,Digitonal,Beautiful Broken,18,228506,calm,0.381,0.27,7,-12.623,0,0.0377,0.981,0.93,0.0997,0.0636,75.015
19i0eqVS2lrRToPje5e6Rg,"Articulate Silences, Pt. 2",Stars Of The Lid,And Their Refinement of the Decline,38,337173,calm,0.0675,0.124,2,-22.864,1,0.0492,0.699,0.815,0.104,0.031,75.321
0i8hQhaC3Q2p89Tv9o4bDL,Several Tries (In an Unelevated Style),Brian McBride,The Effective Disconnect,17,464520,calm,0.141,0.0842,0,-27.521,1,0.0386,0.958,0.941,0.0607,0.0304,141.605
6vAdLrIH29ejggTSrPxYfK,Autumn Round,Digitonal,Beautiful Broken,13,222306,calm,0.56,0.232,7,-11.623,0,0.0297,0.923,0.407,0.0856,0.186,119.996
56rN3Zh03LVnJ5kR1VTRJN,Weightless Part 5,Marconi Union,Weightless (Ambient Transmission Vol. 2),55,440333,calm,0.311,0.309,7,-19.505,0,0.036,0.891,0.961,0.112,0.231,115.102
3yv4HAfqOkZJL1RZGokxVi,Immunity,Jon Hopkins,Immunity (Special Edition),0,383346,calm,0.0643,0.119,7,-22.262,1,0.0362,0.947,0.943,0.686,0.0547,62.746
1U2yPcCNmOk4subSxSljFA,Less,Nils Frahm,Felt,0,333320,calm,0.127,0.094,10,-24.999,1,0.0434,0.797,0.644,0.444,0.185,70.164
3NerEd57tNaMeaR57mAoJb,Nightfall / Love Theme,Jon Hopkins,How I Live Now (Original Motion Picture Soundtrack),31,68560,calm,0.149,0.187,6,-15.314,1,0.0443,0.989,0.872,0.0949,0.0604,76.04
4UmwjnEQ4CZy9XmaN52r0I,Lobby,Deaf Center,Pale Ravine,22,181373,calm,0.173,0.0776,6,-26.584,1,0.0395,0.848,0.633,0.133,0.112,72.973
6vyLaQzLhCjKRdxvwztC1z,Slow Collapse,Marconi Union,Beautifully Falling Apart (Ambient Transmissions Vol 1),23,292306,calm,0.081,0.0776,4,-24.144,0,0.0431,0.987,0.954,0.065,0.0296,169.929
0RMsGMzDJuTXllcYs4a3Nr,Reciting The Airships,Eluvium,Copia,0,275786,calm,0.0607,0.0948,0,-16.852,1,0.0427,0.282,0.632,0.0851,0.0512,50.341
4Bpx1CO7TsoaLKxQ4anISr,Opalescent,Jon Hopkins,Opalescent,19,131400,calm,0.176,0.0562,4,-27.252,1,0.048,0.962,0.918,0.141,0.0376,120.25
6Y9lNtGs1CJElVdIHjDFH6,Welcome to Ibb & Obb,Kettel,Ibb & Obb (Original Soundtrack),15,101718,calm,0.309,0.483,0,-16.185,1,0.0906,0.969,0.791,0.456,0.141,120.687
1M0lqFM46UUjMZGvgVPCe3,We Travel,Marconi Union,A Lost Connection,29,420920,calm,0.365,0.199,7,-16.432,0,0.0331,0.775,0.916,0.112,0.127,160.006
1tzXb0kRm7DA45EUen0TqM,Endless Falls,Loscil,Endless Falls,40,475373,calm,0.065,0.172,10,-22.823,1,0.0412,0.761,0.72,0.383,0.0357,52.952
2FrLjVAp4d08fDZ0Q5fmK8,The Wider Sun,Jon Hopkins,Insides,0,154933,calm,0.158,0.215,3,-17.469,1,0.0351,0.883,0.905,0.123,0.0384,131.932
2mNyoJuAYp2XVnQCeAedXh,All Farewells Are Sudden,A Winged Victory for the Sullen,A Winged Victory for the Sullen,0,455586,calm,0.161,0.0447,6,-26.039,1,0.0435,0.907,0.896,0.0924,0.0286,131.387
43PC19flxePX6hG7tg8ViN,Beatrice Part 2,The Dead Texan,The Dead Texan,27,244413,calm,0.152,0.123,8,-22.783,0,0.0432,0.901,0.947,0.111,0.0294,82.508
6RtdBwIiYavQENjkE6JCba,Don't Go Where I Can't Find You,Eraldo Bernocchi,Winter Garden,39,293626,calm,0.0821,0.104,11,-21.088,1,0.0379,0.985,0.794,0.0907,0.0354,74.773
2Qm4dfAUswzwna50Rx1p2L,Humectez La Mouture,Stars Of The Lid,and Their Refinement of the Decline,0,331106,calm,0.132,0.0371,4,-22.99,1,0.0355,0.983,0.724,0.094,0.0343,67.874
4N6nDOQgsL43E5Jj73c1K7,Iona,Loscil,Sea Island,23,514826,calm,0.204,0.185,10,-21.373,0,0.0339,0.963,0.682,0.0753,0.0394,99.999
6uzXMw1pYMRqoLlh67pSQi,Hipnoide,Bruno Sanfilippo,ad Libitum,0,216080,calm,0.168,0.0504,7,-28.421,1,0.0379,0.975,0.965,0.388,0.0385,112.104
0J88mrTBn9k3ga1FUCXYpY,Hinterland,Marconi Union,A Lost Connection,29,352013,calm,0.5,0.262,7,-17.922,1,0.0316,0.895,0.916,0.11,0.0333,120.012
3OgkfYg13Jj96E982moWje,Dungtitled (In a Major),Stars Of The Lid,And Their Refinement of the Decline,47,354120,calm,0.112,0.208,9,-22.618,1,0.0552,0.949,0.935,0.101,0.0285,74.31
1HNMmn42era63T3UNUMin7,Sleeping Giant,Jónsi,Riceboy Sleeps,0,442973,calm,0.116,0.333,1,-26.366,1,0.0573,0.292,0.664,0.216,0.283,87.315
5xZ8Sg1ZHdAAuJDmGlqYg1,Overline,Digitonal,Be Still My Bleeping Heart,10,253666,calm,0.275,0.475,3,-9.302,1,0.0351,0.951,0.85,0.0923,0.0393,82.062
3I40DteYSPPdJbsy0Hgtkh,A Temporary Life,Marconi Union,Distance,37,304933,calm,0.347,0.105,0,-24.15,1,0.0429,0.85,0.792,0.11,0.0358,120.011
0fTVwAqlELrdKcR9rPHCMY,Atomos III,A Winged Victory for the Sullen,Atomos,17,296053,calm,0.172,0.0548,5,-19.482,0,0.042,0.939,0.871,0.126,0.0333,62.114
4lqCenunVHZ8F71MS2kbv5,The Little Light Fades,Robin Guthrie,Emeralds,11,188386,calm,0.122,0.169,4,-21.125,1,0.0453,0.968,0.956,0.0754,0.0377,88.387
4v0uDm60hHbSSP2Zt4ZBpy,First Light,Marconi Union,Different Colours,30,456986,calm,0.127,0.334,5,-14.519,0,0.0319,0.688,0.925,0.0794,0.0343,149.685
5TG7GekGj90n96bg7fPtL8,Stationary,Marconi Union,A Lost Connection,29,508133,calm,0.496,0.236,0,-18.233,0,0.0391,0.735,0.919,0.0811,0.0352,159.953
3HmaWmE88E8hmdChDtFTWY,Breathing With Assistance,Marconi Union,Beautifully Falling Apart (Ambient Transmissions Vol 1),29,481720,calm,0.282,0.149,5,-25.729,1,0.0547,0.874,0.897,0.119,0.0479,119.003
3hIvvY57Np2CeWde5xtqxM,Deer,Swod,Sekunden,13,225946,calm,0.402,0.455,10,-11.296,0,0.0294,0.898,0.418,0.276,0.309,160.455
5zp2Y4RRZ11GPDj7jzr4Xl,Cadence,Robin Guthrie,Fortune,16,208190,calm,0.457,0.206,2,-16.92,1,0.0312,0.852,0.873,0.109,0.13,107.99
70FfytITXJOz0s2xY3rOzz,Weightless Part 3,Marconi Union,Weightless (Ambient Transmission Vol. 2),57,458906,calm,0.0746,0.156,9,-24.007,0,0.0393,0.863,0.919,0.105,0.0463,80.494
5OLKY2P1ig2nJkReEZMlB8,IV,Benn Jordan,Louisiana Mourning,12,103289,calm,0.203,0.185,2,-24.799,1,0.043,0.888,0.976,0.48,0.0287,73.911
6Me5CyGOU629WDbKTRvo0E,Even Though We Sleep,Stray Theories,Even Though We Sleep,10,316174,calm,0.089,0.181,9,-20.324,1,0.0334,0.753,0.952,0.0522,0.0364,84.933
3lUZ5NtgheTRBhIAAEoVKu,Sleepless,Marconi Union,Distance,41,341626,calm,0.221,0.209,9,-15.715,0,0.0323,0.872,0.893,0.0839,0.0313,160.171
4YEKwC3ipNg9LdR02OL8h2,Nothing It Can,Helios,Moiety,45,287520,calm,0.181,0.245,1,-12.333,1,0.0389,0.779,0.899,0.0681,0.0366,109.007
6SXcfWc6258Tx4urlYY9ll,Interiors,Marconi Union,A Lost Connection,33,388560,calm,0.486,0.314,5,-20.7,1,0.0317,0.914,0.945,0.0947,0.136,119.989
1k2fEeF7QfxUL9Lhk9RGvy,Melancholia II,William Basinski,Melancholia,0,410986,calm,0.212,0.0375,8,-32.673,1,0.0357,0.983,0.92,0.0775,0.0743,68.211
0HFklXOxyVyV0bJ55q1wxZ,Largo,Swod,Drei,10,403041,calm,0.444,0.224,4,-14.793,0,0.0389,0.968,0.853,0.0729,0.076,109.992
4GrU54Y9g2pvrYNrmXb9SI,Buildings and People,Marconi Union,Distance,32,299080,calm,0.443,0.322,11,-15.692,0,0.0298,0.783,0.894,0.112,0.152,149.815
29NdifW4gYwzO9QyeogZK3,Seeing Stars,Leo Abrahams,Honeytrap,25,235120,calm,0.129,0.225,10,-14.965,0,0.0317,0.967,0.931,0.183,0.0366,76.79
1sc7nr4cXBBN2PRsxrmls8,Þú ert sólin,Ólafur Arnalds,...and they have escaped the weight of darkness,0,205106,calm,0.285,0.102,0,-19.423,1,0.0339,0.953,0.96,0.0861,0.0742,75.064
10MJDo72p2fgxPlPYFUMfX,Starscapes - Ambient,The American Dollar,Ambient One,26,469555,calm,0.0768,0.235,7,-14.95,0,0.0333,0.891,0.953,0.0825,0.0366,65.853
180uAGQ1bObTPr6KXpVy5f,Searchlight,Jon Hopkins,Just Music Cafe Vol. 2 - AM:PM,9,123346,calm,0.173,0.0476,8,-28.163,1,0.0421,0.99,0.963,0.136,0.0319,176.014
6SOe4RwbzjsLzccfbv7bJq,Renay's Song,Loner,The Just Music Café Album: Acoustic & Beats 01,7,136813,calm,0.388,0.0821,6,-22.062,1,0.0391,0.952,0.894,0.122,0.197,115.412
10OI2laVteXFZKTREHJHn1,A Distant Light,Marconi Union,A Distant Light,28,388000,calm,0.0671,0.127,4,-34.009,0,0.049,0.487,0.932,0.138,0.0904,74.887
5Tmlbmha8eWMU6uQ3Z45Ho,New Age Sunrise,Chris Coco,"Ambient Zone 2 (Just Music Café, Vol. 5)",9,321106,calm,0.137,0.0355,0,-23.209,1,0.0345,0.974,0.967,0.0958,0.038,74.537
4Iuko54yCVAiFMKi8sqzXv,Sentinel,Digitonal,"Ambient Zone 2 (Just Music Café, Vol. 5)",12,319360,calm,0.246,0.125,0,-20.002,0,0.0389,0.982,0.944,0.0631,0.0345,66.05
1dxdP0wgmTpkCKHrompBE6,On Wings,Afterhere,"Ambient Zone 2 (Just Music Café, Vol. 5)",10,229160,calm,0.133,0.022,2,-27.841,0,0.0382,0.975,0.964,0.0994,0.0373,68.512
3cDozGKxhqNZsONgiKrTno,Only in the Dark,Ben Lukas Boysen,Gravity,0,209623,calm,0.145,0.00198,8,-36.465,0,0.0429,0.974,0.846,0.113,0.2,67.332
06X1J1lPc0boVEpxG6UOCB,Requiem On Frankfort Ave,Eluvium,Copia,0,161026,calm,0.112,0.0657,2,-19.837,1,0.0495,0.947,0.931,0.112,0.0354,56.75
7aS8e5XKVWDcbyn06mF9fz,Candles,Jon Hopkins,Monsters (Original Motion Picture Soundtrack),54,148546,calm,0.298,0.148,3,-26.245,0,0.0438,0.868,0.843,0.11,0.0603,108.658
1TCkrnjuurf0DNLLoJxVyd,Poa Alpina,Biosphere,Substrata,0,250961,calm,0.171,0.0284,7,-35.244,0,0.0374,0.911,0.946,0.119,0.128,130.284
4o7YmNo3syL8mtvHNhwDuL,Untitled #3 (Samskeyti),Sigur Rós,( ),0,393400,calm,0.115,0.204,3,-14.414,1,0.0313,0.802,0.901,0.105,0.0374,90.385
08adWEXNC4zjhKZZuAVMo5,Beyond the Sky,Emilio Bonito,Beyond the Sky,22,212000,calm,0.509,0.395,9,-13.63,1,0.0322,0.353,0.909,0.105,0.0651,144.025
